LIBGEO;CODGEO;filiere;energie_type;production_mwh;puissances_kw;Code département;Code de la commune
Hénanbihen;22076;Bois énergie chaufferies;Chaleur;670.0;250.0;22;076
Hénanbihen;22076;Bois énergie domestique;Chaleur;2667.0;3441.0;22;076
Hénanbihen;22076;Hydroélectricité;Electricité;0.0;0.0;22;076
Hénanbihen;22076;Méthanisation;Chaleur;6049.0;925.0;22;076
Hénanbihen;22076;Méthanisation;Electricité;3756.0;590.0;22;076
Hénanbihen;22076;PAC (aérothermie et géothermie);Chaleur;1132.0;1582.0;22;076
Hénanbihen;22076;Solaire PV;Electricité;0.0;111.0;22;076
Hénanbihen;22076;Solaire thermique;Chaleur;22.0;30.0;22;076
Hénansal;22077;Bois énergie domestique;Chaleur;2215.0;2858.0;22;077
Hénansal;22077;Éolien terrestre;Electricité;8027.0;4000.0;22;077
Hénansal;22077;Hydroélectricité;Electricité;0.0;0.0;22;077
Hénansal;22077;Méthanisation;Biométhane;0.0;0.0;22;077
Hénansal;22077;Méthanisation;Chaleur;707.0;90.0;22;077
Hénansal;22077;Méthanisation;Electricité;589.0;75.0;22;077
Hénansal;22077;PAC (aérothermie et géothermie);Chaleur;899.0;1256.0;22;077
Hénansal;22077;Solaire PV;Electricité;132.0;115.0;22;077
Hénansal;22077;Solaire thermique;Chaleur;18.0;20.0;22;077
Hénon;22079;Bois énergie domestique;Chaleur;3547.0;4576.0;22;079
Hénon;22079;Hydroélectricité;Electricité;0.0;0.0;22;079
Hénon;22079;PAC (aérothermie et géothermie);Chaleur;1528.0;2134.0;22;079
Hénon;22079;Solaire PV;Electricité;146.0;155.0;22;079
Hénon;22079;Solaire thermique;Chaleur;30.0;40.0;22;079
Hillion;22081;Bois énergie chaufferies;Chaleur;92.0;75.0;22;081
Hillion;22081;Bois énergie domestique;Chaleur;6646.0;8575.0;22;081
Hillion;22081;Hydroélectricité;Electricité;0.0;0.0;22;081
Hillion;22081;PAC (aérothermie et géothermie);Chaleur;2752.0;3845.0;22;081
Hillion;22081;Solaire PV;Electricité;205.0;225.0;22;081
Hillion;22081;Solaire thermique;Chaleur;54.0;70.0;22;081
Le Hinglé;22082;Bois énergie domestique;Chaleur;1708.0;2204.0;22;082
Le Hinglé;22082;Hydroélectricité;Electricité;0.0;0.0;22;082
Le Hinglé;22082;PAC (aérothermie et géothermie);Chaleur;620.0;867.0;22;082
Le Hinglé;22082;Solaire thermique;Chaleur;12.0;20.0;22;082
Illifaut;22083;Bois énergie chaufferies;Chaleur;123.0;90.0;22;083
Illifaut;22083;Bois énergie domestique;Chaleur;1384.0;1785.0;22;083
Illifaut;22083;Éolien terrestre;Electricité;4494.0;5980.0;22;083
Illifaut;22083;Hydroélectricité;Electricité;0.0;0.0;22;083
Illifaut;22083;Méthanisation;Chaleur;2365.0;275.0;22;083
Illifaut;22083;Méthanisation;Electricité;2150.0;250.0;22;083
Illifaut;22083;PAC (aérothermie et géothermie);Chaleur;576.0;804.0;22;083
Illifaut;22083;Solaire PV;Electricité;430.0;462.0;22;083
Illifaut;22083;Solaire thermique;Chaleur;11.0;20.0;22;083
Jugon-les-Lacs;22084;Bois énergie chaufferies;Chaleur;88.0;90.0;22;084
Jugon-les-Lacs;22084;Bois énergie domestique;Chaleur;4707.0;6073.0;22;084
Jugon-les-Lacs;22084;Hydroélectricité;Electricité;0.0;0.0;22;084
Jugon-les-Lacs;22084;Méthanisation;Chaleur;841.0;120.0;22;084
Jugon-les-Lacs;22084;PAC (aérothermie et géothermie);Chaleur;2013.0;2812.0;22;084
Jugon-les-Lacs;22084;Solaire PV;Electricité;49.0;99.0;22;084
Jugon-les-Lacs;22084;Solaire thermique;Chaleur;39.0;50.0;22;084
Kerbors;22085;Bois énergie domestique;Chaleur;785.0;1013.0;22;085
Kerbors;22085;Hydroélectricité;Electricité;0.0;0.0;22;085
Kerbors;22085;PAC (aérothermie et géothermie);Chaleur;447.0;624.0;22;085
Kerbors;22085;Solaire thermique;Chaleur;9.0;10.0;22;085
Kerfot;22086;Bois énergie domestique;Chaleur;1390.0;1794.0;22;086
Kerfot;22086;Hydroélectricité;Electricité;0.0;0.0;22;086
Kerfot;22086;PAC (aérothermie et géothermie);Chaleur;551.0;769.0;22;086
Kerfot;22086;Solaire thermique;Chaleur;11.0;10.0;22;086
Kergrist-Moëlou;22087;Bois énergie chaufferies;Chaleur;57.0;100.0;22;087
Kergrist-Moëlou;22087;Bois énergie domestique;Chaleur;1443.0;1862.0;22;087
Kergrist-Moëlou;22087;Éolien terrestre;Electricité;55373.0;31050.0;22;087
Kergrist-Moëlou;22087;Hydroélectricité;Electricité;0.0;0.0;22;087
Kergrist-Moëlou;22087;Méthanisation;Chaleur;2227.0;370.0;22;087
Kergrist-Moëlou;22087;Méthanisation;Electricité;2269.0;377.0;22;087
Kergrist-Moëlou;22087;PAC (aérothermie et géothermie);Chaleur;645.0;902.0;22;087
Kergrist-Moëlou;22087;Solaire PV;Electricité;336.0;272.0;22;087
Kergrist-Moëlou;22087;Solaire thermique;Chaleur;13.0;20.0;22;087
Kerien;22088;Bois énergie domestique;Chaleur;548.0;706.0;22;088
Kerien;22088;Hydroélectricité;Electricité;0.0;0.0;22;088
Kerien;22088;PAC (aérothermie et géothermie);Chaleur;270.0;378.0;22;088
Kerien;22088;Solaire PV;Electricité;66.0;77.0;22;088
Kerien;22088;Solaire thermique;Chaleur;5.0;10.0;22;088
Kermaria-Sulard;22090;Bois énergie domestique;Chaleur;1854.0;2392.0;22;090
Kermaria-Sulard;22090;Fossile;Chaleur;18717.0;4951.0;22;090
Kermaria-Sulard;22090;Fossile;Electricité;16638.0;4401.0;22;090
Kermaria-Sulard;22090;Hydroélectricité;Electricité;0.0;0.0;22;090
Kermaria-Sulard;22090;PAC (aérothermie et géothermie);Chaleur;785.0;1096.0;22;090
Kermaria-Sulard;22090;Solaire PV;Electricité;17.0;32.0;22;090
Kermaria-Sulard;22090;Solaire thermique;Chaleur;15.0;20.0;22;090
Kermoroc'h;22091;Bois énergie domestique;Chaleur;784.0;1012.0;22;091
Kermoroc'h;22091;Hydroélectricité;Electricité;0.0;0.0;22;091
Kermoroc'h;22091;PAC (aérothermie et géothermie);Chaleur;300.0;419.0;22;091
Kermoroc'h;22091;Solaire thermique;Chaleur;6.0;10.0;22;091
Kerpert;22092;Bois énergie domestique;Chaleur;634.0;818.0;22;092
Kerpert;22092;Éolien terrestre;Electricité;1339.0;800.0;22;092
Kerpert;22092;Hydroélectricité;Electricité;0.0;0.0;22;092
Kerpert;22092;Méthanisation;Chaleur;1891.0;250.0;22;092
Kerpert;22092;Méthanisation;Electricité;1891.0;250.0;22;092
Kerpert;22092;PAC (aérothermie et géothermie);Chaleur;331.0;462.0;22;092
Kerpert;22092;Solaire PV;Electricité;286.0;302.0;22;092
Kerpert;22092;Solaire thermique;Chaleur;6.0;10.0;22;092
Lamballe-Armor;22093;Bois énergie chaufferies;Chaleur;1211.0;574.0;22;093
Lamballe-Armor;22093;Bois énergie domestique;Chaleur;23875.0;30804.0;22;093
Lamballe-Armor;22093;Éolien terrestre;Electricité;23002.0;13800.0;22;093
Lamballe-Armor;22093;Hydroélectricité;Electricité;245.0;410.0;22;093
Lamballe-Armor;22093;Méthanisation;Biométhane;46725.2;8163.0;22;093
Lamballe-Armor;22093;Méthanisation;Chaleur;1895.0;245.0;22;093
Lamballe-Armor;22093;Méthanisation;Electricité;1818.0;235.0;22;093
Lamballe-Armor;22093;PAC (aérothermie et géothermie);Chaleur;10335.0;14438.0;22;093
Lamballe-Armor;22093;Solaire PV;Electricité;781.0;975.0;22;093
Lamballe-Armor;22093;Solaire thermique;Chaleur;201.0;280.0;22;093
Lamballe-Armor;22093;Uiom;Chaleur;0.0;0.0;22;093
Lamballe-Armor;22093;Uiom;Electricité;15496.0;1850.0;22;093
Lancieux;22094;Bois énergie domestique;Chaleur;3001.0;3872.0;22;094
Lancieux;22094;Hydroélectricité;Electricité;0.0;0.0;22;094
Lancieux;22094;PAC (aérothermie et géothermie);Chaleur;2785.0;3890.0;22;094
Lancieux;22094;Solaire PV;Electricité;49.0;54.0;22;094
Lancieux;22094;Solaire thermique;Chaleur;54.0;80.0;22;094
Landebaëron;22095;Bois énergie domestique;Chaleur;403.0;520.0;22;095
Landebaëron;22095;Hydroélectricité;Electricité;0.0;0.0;22;095
Landebaëron;22095;PAC (aérothermie et géothermie);Chaleur;176.0;246.0;22;095
Landebaëron;22095;Solaire thermique;Chaleur;3.0;0.0;22;095
Landébia;22096;Bois énergie domestique;Chaleur;927.0;1196.0;22;096
Landébia;22096;Hydroélectricité;Electricité;0.0;0.0;22;096
Landébia;22096;PAC (aérothermie et géothermie);Chaleur;374.0;522.0;22;096
Landébia;22096;Solaire thermique;Chaleur;7.0;10.0;22;096
La Landec;22097;Bois énergie domestique;Chaleur;1282.0;1654.0;22;097
La Landec;22097;Hydroélectricité;Electricité;0.0;0.0;22;097
La Landec;22097;PAC (aérothermie et géothermie);Chaleur;478.0;667.0;22;097
La Landec;22097;Solaire PV;Electricité;418.0;386.0;22;097
La Landec;22097;Solaire thermique;Chaleur;9.0;10.0;22;097
Landéhen;22098;Bois énergie domestique;Chaleur;2179.0;2812.0;22;098
Landéhen;22098;Hydroélectricité;Electricité;0.0;0.0;22;098
Landéhen;22098;PAC (aérothermie et géothermie);Chaleur;866.0;1209.0;22;098
Landéhen;22098;Solaire PV;Electricité;39.0;269.0;22;098
Landéhen;22098;Solaire thermique;Chaleur;17.0;20.0;22;098
Lanfains;22099;Bois énergie domestique;Chaleur;1758.0;2268.0;22;099
Lanfains;22099;Éolien terrestre;Electricité;18759.0;12000.0;22;099
Lanfains;22099;Hydroélectricité;Electricité;0.0;0.0;22;099
Lanfains;22099;PAC (aérothermie et géothermie);Chaleur;727.0;1016.0;22;099
Lanfains;22099;Solaire PV;Electricité;73.0;73.0;22;099
Lanfains;22099;Solaire thermique;Chaleur;14.0;20.0;22;099
Langoat;22101;Bois énergie domestique;Chaleur;1994.0;2572.0;22;101
Langoat;22101;Hydroélectricité;Electricité;0.0;0.0;22;101
Langoat;22101;Méthanisation;Chaleur;0.0;0.0;22;101
Langoat;22101;PAC (aérothermie et géothermie);Chaleur;928.0;1296.0;22;101
Langoat;22101;Solaire PV;Electricité;72.0;158.0;22;101
Langoat;22101;Solaire thermique;Chaleur;18.0;30.0;22;101
Langrolay-sur-Rance;22103;Bois énergie chaufferies;Chaleur;44.0;64.0;22;103
Langrolay-sur-Rance;22103;Bois énergie domestique;Chaleur;1746.0;2253.0;22;103
Langrolay-sur-Rance;22103;Hydroélectricité;Electricité;0.0;0.0;22;103
Langrolay-sur-Rance;22103;PAC (aérothermie et géothermie);Chaleur;788.0;1100.0;22;103
Langrolay-sur-Rance;22103;Solaire PV;Electricité;22.0;27.0;22;103
Langrolay-sur-Rance;22103;Solaire thermique;Chaleur;15.0;20.0;22;103
Languédias;22104;Bois énergie domestique;Chaleur;1062.0;1370.0;22;104
Languédias;22104;Hydroélectricité;Electricité;0.0;0.0;22;104
Languédias;22104;PAC (aérothermie et géothermie);Chaleur;451.0;630.0;22;104
Languédias;22104;Solaire thermique;Chaleur;9.0;10.0;22;104
Languenan;22105;Bois énergie domestique;Chaleur;2087.0;2693.0;22;105
Languenan;22105;Hydroélectricité;Electricité;0.0;0.0;22;105
Languenan;22105;PAC (aérothermie et géothermie);Chaleur;822.0;1148.0;22;105
Languenan;22105;Solaire PV;Electricité;51.0;54.0;22;105
Languenan;22105;Solaire thermique;Chaleur;16.0;20.0;22;105
Langueux;22106;Bois énergie domestique;Chaleur;9492.0;12247.0;22;106
Langueux;22106;Hydroélectricité;Electricité;0.0;0.0;22;106
Langueux;22106;PAC (aérothermie et géothermie);Chaleur;4655.0;6502.0;22;106
Langueux;22106;Solaire PV;Electricité;80.0;130.0;22;106
Langueux;22106;Solaire thermique;Chaleur;91.0;130.0;22;106
Bon Repos sur Blavet;22107;Bois énergie domestique;Chaleur;2846.0;3672.0;22;107
Bon Repos sur Blavet;22107;Hydroélectricité;Electricité;0.0;0.0;22;107
Bon Repos sur Blavet;22107;PAC (aérothermie et géothermie);Chaleur;1288.0;1800.0;22;107
Bon Repos sur Blavet;22107;Solaire thermique;Chaleur;25.0;40.0;22;107
Lanleff;22108;Bois énergie domestique;Chaleur;286.0;369.0;22;108
Lanleff;22108;Hydroélectricité;Electricité;0.0;0.0;22;108
Lanleff;22108;PAC (aérothermie et géothermie);Chaleur;109.0;152.0;22;108
Lanleff;22108;Solaire thermique;Chaleur;2.0;0.0;22;108
Lanloup;22109;Bois énergie domestique;Chaleur;579.0;747.0;22;109
Lanloup;22109;Hydroélectricité;Electricité;0.0;0.0;22;109
Lanloup;22109;PAC (aérothermie et géothermie);Chaleur;332.0;464.0;22;109
Lanloup;22109;Solaire thermique;Chaleur;7.0;10.0;22;109
Lanmérin;22110;Bois énergie domestique;Chaleur;890.0;1149.0;22;110
Lanmérin;22110;Hydroélectricité;Electricité;0.0;0.0;22;110
Lanmérin;22110;PAC (aérothermie et géothermie);Chaleur;351.0;491.0;22;110
Lanmérin;22110;Solaire thermique;Chaleur;7.0;10.0;22;110
Lanmodez;22111;Bois énergie domestique;Chaleur;975.0;1258.0;22;111
Lanmodez;22111;Hydroélectricité;Electricité;0.0;0.0;22;111
Lanmodez;22111;PAC (aérothermie et géothermie);Chaleur;521.0;728.0;22;111
Lanmodez;22111;Solaire PV;Electricité;123.0;85.0;22;111
Lanmodez;22111;Solaire thermique;Chaleur;10.0;10.0;22;111
Lannebert;22112;Bois énergie domestique;Chaleur;832.0;1073.0;22;112
Lannebert;22112;Hydroélectricité;Electricité;0.0;0.0;22;112
Lannebert;22112;PAC (aérothermie et géothermie);Chaleur;346.0;483.0;22;112
Lannebert;22112;Solaire PV;Electricité;85.0;75.0;22;112
Lannebert;22112;Solaire thermique;Chaleur;7.0;10.0;22;112
Lannion;22113;Bois énergie chaufferies;Chaleur;9503.0;3730.0;22;113
Lannion;22113;Bois énergie domestique;Chaleur;20830.0;26876.0;22;113
Lannion;22113;Hydroélectricité;Electricité;0.0;0.0;22;113
Lannion;22113;PAC (aérothermie et géothermie);Chaleur;10735.0;14996.0;22;113
Lannion;22113;Solaire PV;Electricité;3663.0;3254.0;22;113
Lannion;22113;Solaire thermique;Chaleur;209.0;290.0;22;113
Lanrelas;22114;Bois énergie domestique;Chaleur;1808.0;2332.0;22;114
Lanrelas;22114;Hydroélectricité;Electricité;0.0;0.0;22;114
Lanrelas;22114;Méthanisation;Chaleur;172.0;255.0;22;114
Lanrelas;22114;Méthanisation;Electricité;164.0;243.0;22;114
Lanrelas;22114;PAC (aérothermie et géothermie);Chaleur;773.0;1080.0;22;114
Lanrelas;22114;Solaire PV;Electricité;301.0;239.0;22;114
Lanrelas;22114;Solaire thermique;Chaleur;15.0;20.0;22;114
Lanrivain;22115;Bois énergie domestique;Chaleur;1055.0;1361.0;22;115
Lanrivain;22115;Éolien terrestre;Electricité;12304.0;8500.0;22;115
Lanrivain;22115;Hydroélectricité;Electricité;0.0;0.0;22;115
Lanrivain;22115;PAC (aérothermie et géothermie);Chaleur;513.0;717.0;22;115
Lanrivain;22115;Solaire PV;Electricité;98.0;85.0;22;115
Lanrivain;22115;Solaire thermique;Chaleur;10.0;10.0;22;115
Lanrodec;22116;Bois énergie domestique;Chaleur;2365.0;3051.0;22;116
Lanrodec;22116;Hydroélectricité;Electricité;0.0;0.0;22;116
Lanrodec;22116;PAC (aérothermie et géothermie);Chaleur;853.0;1191.0;22;116
Lanrodec;22116;Solaire PV;Electricité;27.0;77.0;22;116
Lanrodec;22116;Solaire thermique;Chaleur;17.0;20.0;22;116
Lantic;22117;Bois énergie chaufferies;Chaleur;0.0;0.0;22;117
Lantic;22117;Bois énergie domestique;Chaleur;2831.0;3653.0;22;117
Lantic;22117;Hydroélectricité;Electricité;0.0;0.0;22;117
Lantic;22117;PAC (aérothermie et géothermie);Chaleur;1208.0;1687.0;22;117
Lantic;22117;Solaire PV;Electricité;305.0;295.0;22;117
Lantic;22117;Solaire thermique;Chaleur;24.0;30.0;22;117
Lanvallay;22118;Bois énergie domestique;Chaleur;5559.0;7173.0;22;118
Lanvallay;22118;Hydroélectricité;Electricité;0.0;0.0;22;118
Lanvallay;22118;PAC (aérothermie et géothermie);Chaleur;2867.0;4005.0;22;118
Lanvallay;22118;Solaire PV;Electricité;132.0;174.0;22;118
Lanvallay;22118;Solaire thermique;Chaleur;56.0;80.0;22;118
Lanvellec;22119;Bois énergie domestique;Chaleur;1230.0;1587.0;22;119
Lanvellec;22119;Hydroélectricité;Electricité;0.0;0.0;22;119
Lanvellec;22119;PAC (aérothermie et géothermie);Chaleur;649.0;906.0;22;119
Lanvellec;22119;Solaire PV;Electricité;86.0;95.0;22;119
Lanvellec;22119;Solaire thermique;Chaleur;13.0;20.0;22;119
Lanvollon;22121;Bois énergie chaufferies;Chaleur;224.0;200.0;22;121
Lanvollon;22121;Bois énergie domestique;Chaleur;3098.0;3998.0;22;121
Lanvollon;22121;Hydroélectricité;Electricité;0.0;0.0;22;121
Lanvollon;22121;PAC (aérothermie et géothermie);Chaleur;1216.0;1699.0;22;121
Lanvollon;22121;Solaire PV;Electricité;46.0;97.0;22;121
Lanvollon;22121;Solaire thermique;Chaleur;24.0;30.0;22;121
Laurenan;22122;Bois énergie domestique;Chaleur;1543.0;1991.0;22;122
Laurenan;22122;Hydroélectricité;Electricité;0.0;0.0;22;122
Laurenan;22122;Méthanisation;Chaleur;491.0;70.0;22;122
Laurenan;22122;PAC (aérothermie et géothermie);Chaleur;719.0;1004.0;22;122
Laurenan;22122;Solaire thermique;Chaleur;14.0;20.0;22;122
Lescouët-Gouarec;22124;Bois énergie domestique;Chaleur;463.0;597.0;22;124
Lescouët-Gouarec;22124;Hydroélectricité;Electricité;0.0;0.0;22;124
Lescouët-Gouarec;22124;PAC (aérothermie et géothermie);Chaleur;263.0;368.0;22;124
Lescouët-Gouarec;22124;Solaire thermique;Chaleur;5.0;10.0;22;124
Le Leslay;22126;Bois énergie domestique;Chaleur;255.0;329.0;22;126
Le Leslay;22126;Hydroélectricité;Electricité;0.0;0.0;22;126
Le Leslay;22126;PAC (aérothermie et géothermie);Chaleur;96.0;135.0;22;126
Le Leslay;22126;Solaire thermique;Chaleur;2.0;0.0;22;126
Lézardrieux;22127;Bois énergie domestique;Chaleur;3375.0;4355.0;22;127
Lézardrieux;22127;Fossile;Chaleur;14598.0;2936.0;22;127
Lézardrieux;22127;Fossile;Electricité;12976.0;2610.0;22;127
Lézardrieux;22127;Hydroélectricité;Electricité;0.0;0.0;22;127
Lézardrieux;22127;PAC (aérothermie et géothermie);Chaleur;1698.0;2372.0;22;127
Lézardrieux;22127;Solaire PV;Electricité;159.0;149.0;22;127
Lézardrieux;22127;Solaire thermique;Chaleur;33.0;50.0;22;127
Locarn;22128;Bois énergie domestique;Chaleur;976.0;1260.0;22;128
Locarn;22128;Hydroélectricité;Electricité;0.0;0.0;22;128
Locarn;22128;Méthanisation;Chaleur;1440.0;218.0;22;128
Locarn;22128;Méthanisation;Electricité;1255.0;190.0;22;128
Locarn;22128;PAC (aérothermie et géothermie);Chaleur;596.0;833.0;22;128
Locarn;22128;Solaire PV;Electricité;141.0;152.0;22;128
Locarn;22128;Solaire thermique;Chaleur;12.0;20.0;22;128
Loc-Envel;22129;Bois énergie domestique;Chaleur;205.0;264.0;22;129
Loc-Envel;22129;Hydroélectricité;Electricité;16.0;12.0;22;129
Loc-Envel;22129;PAC (aérothermie et géothermie);Chaleur;118.0;164.0;22;129
Loc-Envel;22129;Solaire thermique;Chaleur;2.0;0.0;22;129
Loguivy-Plougras;22131;Bois énergie chaufferies;Chaleur;356.0;400.0;22;131
Loguivy-Plougras;22131;Bois énergie domestique;Chaleur;1770.0;2283.0;22;131
Loguivy-Plougras;22131;Hydroélectricité;Electricité;0.0;0.0;22;131
Loguivy-Plougras;22131;PAC (aérothermie et géothermie);Chaleur;815.0;1138.0;22;131
Loguivy-Plougras;22131;Solaire PV;Electricité;104.0;110.0;22;131
Loguivy-Plougras;22131;Solaire thermique;Chaleur;16.0;20.0;22;131
Lohuec;22132;Bois énergie domestique;Chaleur;604.0;779.0;22;132
Lohuec;22132;Éolien terrestre;Electricité;6686.0;4250.0;22;132
Lohuec;22132;Hydroélectricité;Electricité;0.0;0.0;22;132
Lohuec;22132;PAC (aérothermie et géothermie);Chaleur;300.0;418.0;22;132
Lohuec;22132;Solaire PV;Electricité;251.0;253.0;22;132
Lohuec;22132;Solaire thermique;Chaleur;6.0;10.0;22;132
Loscouët-sur-Meu;22133;Bois énergie chaufferies;Chaleur;243.0;130.0;22;133
Loscouët-sur-Meu;22133;Bois énergie domestique;Chaleur;1153.0;1487.0;22;133
Loscouët-sur-Meu;22133;Hydroélectricité;Electricité;0.0;0.0;22;133
Loscouët-sur-Meu;22133;Méthanisation;Chaleur;491.0;70.0;22;133
Loscouët-sur-Meu;22133;PAC (aérothermie et géothermie);Chaleur;488.0;682.0;22;133
Loscouët-sur-Meu;22133;Solaire PV;Electricité;154.0;133.0;22;133
Loscouët-sur-Meu;22133;Solaire thermique;Chaleur;10.0;10.0;22;133
Louannec;22134;Bois énergie domestique;Chaleur;4747.0;6124.0;22;134
Louannec;22134;Hydroélectricité;Electricité;0.0;0.0;22;134
Louannec;22134;PAC (aérothermie et géothermie);Chaleur;2585.0;3611.0;22;134
Louannec;22134;Solaire PV;Electricité;95.0;96.0;22;134
Louannec;22134;Solaire thermique;Chaleur;50.0;70.0;22;134
Louargat;22135;Bois énergie domestique;Chaleur;4541.0;5859.0;22;135
Louargat;22135;Hydroélectricité;Electricité;0.0;0.0;22;135
Louargat;22135;PAC (aérothermie et géothermie);Chaleur;1828.0;2553.0;22;135
Louargat;22135;Solaire PV;Electricité;145.0;138.0;22;135
Louargat;22135;Solaire thermique;Chaleur;36.0;50.0;22;135
Loudéac;22136;Bois énergie chaufferies;Chaleur;7813.0;2705.0;22;136
Loudéac;22136;Bois énergie domestique;Chaleur;9899.0;12771.0;22;136
Loudéac;22136;Éolien terrestre;Electricité;4700.0;12000.0;22;136
Loudéac;22136;Fossile;Chaleur;0.0;0.0;22;136
Loudéac;22136;Fossile;Electricité;151.0;7424.0;22;136
Loudéac;22136;Hydroélectricité;Electricité;0.0;0.0;22;136
Loudéac;22136;Méthanisation;Biométhane;59714.1;9387.0;22;136
Loudéac;22136;PAC (aérothermie et géothermie);Chaleur;5210.0;7278.0;22;136
Loudéac;22136;Solaire PV;Electricité;6096.0;4792.0;22;136
Loudéac;22136;Solaire thermique;Chaleur;101.0;140.0;22;136
Maël-Carhaix;22137;Bois énergie chaufferies;Chaleur;313.0;1160.0;22;137
Maël-Carhaix;22137;Bois énergie domestique;Chaleur;3140.0;4052.0;22;137
Maël-Carhaix;22137;Hydroélectricité;Electricité;0.0;0.0;22;137
Maël-Carhaix;22137;PAC (aérothermie et géothermie);Chaleur;1420.0;1984.0;22;137
Maël-Carhaix;22137;Solaire PV;Electricité;50.0;65.0;22;137
Maël-Carhaix;22137;Solaire thermique;Chaleur;28.0;40.0;22;137
Maël-Pestivien;22138;Bois énergie domestique;Chaleur;939.0;1212.0;22;138
Maël-Pestivien;22138;Éolien terrestre;Electricité;8659.0;5600.0;22;138
Maël-Pestivien;22138;Hydroélectricité;Electricité;0.0;0.0;22;138
Maël-Pestivien;22138;PAC (aérothermie et géothermie);Chaleur;490.0;685.0;22;138
Maël-Pestivien;22138;Solaire PV;Electricité;151.0;133.0;22;138
Maël-Pestivien;22138;Solaire thermique;Chaleur;10.0;10.0;22;138
Magoar;22139;Bois énergie domestique;Chaleur;220.0;284.0;22;139
Magoar;22139;Éolien terrestre;Electricité;8032.0;4800.0;22;139
Magoar;22139;Hydroélectricité;Electricité;0.0;0.0;22;139
