Geo Point;Code département;Libellé département;CODGEO;Libellé Commune
48.186750546278596, -1.950019203950162;35;Ille-et-Vilaine;35023;Bédée
48.044854533568945, -1.8655920918200706;35;Ille-et-Vilaine;35037;Bréal-sous-Montfort
48.1403565011557, -1.0896552943536257;35;Ille-et-Vilaine;35061;La Chapelle-Erbrée
48.309919542657944, -1.3146741908013213;35;Ille-et-Vilaine;35063;La Chapelle-Saint-Aubert
48.2288565479042, -1.1647621068898542;35;Ille-et-Vilaine;35072;Châtillon-en-Vendelais
48.22444351530812, -1.6363052011237675;35;Ille-et-Vilaine;35079;Chevaigné
48.17905847824082, -1.8537562140797788;35;Ille-et-Vilaine;35081;Clayes
47.8941553849704, -1.5017429307265269;35;Ille-et-Vilaine;35089;La Couyère
48.06846576801134, -1.5429526238262687;35;Ille-et-Vilaine;35099;Domloup
48.25459072055225, -1.8096488028645494;35;Ille-et-Vilaine;35146;Langouet
47.972129791730175, -1.8640078738832258;35;Ille-et-Vilaine;35149;Lassy
48.48438965248119, -1.1910813208631468;35;Ille-et-Vilaine;35174;Mellé
48.21240640954021, -1.5758728629651189;35;Ille-et-Vilaine;35315;Saint-Sulpice-la-Forêt
47.77696196439249, -1.6257192631872557;35;Ille-et-Vilaine;35316;Saint-Sulpice-des-Landes
48.03349117108601, -1.9405409637027893;35;Ille-et-Vilaine;35319;Saint-Thurial
47.92550391651555, -2.586229208258498;56;Morbihan;56070;Guégon
47.95147005376643, -2.6604105984155715;56;Morbihan;56103;Lantillac
48.06146225598306, -2.891153502428296;56;Morbihan;56151;Noyal-Pontivy
47.66179074347632, -2.8428614555066916;56;Morbihan;56164;Ploeren
47.8257861710007, -2.623531946315434;56;Morbihan;56172;Plumelec
47.76792734216202, -2.3282670781220824;56;Morbihan;56211;Saint-Congard
47.51237206896615, -2.832417952135486;56;Morbihan;56214;Saint-Gildas-de-Rhuys
47.67785647886445, -2.2123393138420626;56;Morbihan;56221;Saint-Jacut-les-Pins
48.017179258310115, -2.943536065989815;56;Morbihan;56237;Saint-Thuriau
47.52411068061445, -2.75171875017779;56;Morbihan;56240;Sarzeau
48.0277346395964, -4.56142848950124;29;Finistère;29003;Audierne
48.26874866034538, -3.5660276318224926;29;Finistère;29024;Carhaix-Plouguer
47.91720488553766, -4.110905929109813;29;Finistère;29060;Gouesnach
48.035053993990765, -4.67943185261289;29;Finistère;29168;Plogoff
47.90856192950337, -4.265121600273014;29;Finistère;29174;Plonéour-Lanvern
48.351093493796476, -4.718045184224957;29;Finistère;29190;Plougonvelin
48.503033648072396, -4.684617067259213;29;Finistère;29208;Plourin
48.21099928188342, -4.280458475728606;29;Finistère;29256;Saint-Nic
48.560268989859175, -3.8891291369827936;29;Finistère;29265;Sainte-Sève
48.6998675399381, -4.031588842965409;29;Finistère;29273;Santec
48.34572093530981, -1.9971468539337076;22;Côtes-d'Armor;22263;Le Quiou
48.41245274176569, -3.0751160708441336;22;Côtes-d'Armor;22284;Saint-Connan
48.11126952716154, -2.7681977474805777;22;Côtes-d'Armor;22314;Saint-Maudan
48.310130878716734, -3.480979093557651;22;Côtes-d'Armor;22344;Trébrivan
48.5245298638382, -2.848563798623896;22;Côtes-d'Armor;22372;Trémuson
48.71464017346286, -3.0462754071344658;22;Côtes-d'Armor;22390;Yvias
48.408753699983144, -1.7453444163953886;35;Ille-et-Vilaine;35085;Combourg
47.982426201924376, -1.5701594380628259;35;Ille-et-Vilaine;35088;Corps-Nuds
47.85595727759633, -1.5223305854541698;35;Ille-et-Vilaine;35140;Lalleu
48.42049090918857, -1.8225764137896725;35;Ille-et-Vilaine;35172;Meillac
47.82156398157027, -1.8304724713085467;35;Ille-et-Vilaine;35176;Guipry-Messac
48.44918995270498, -1.3356487435988094;35;Ille-et-Vilaine;35191;Les Portes du Coglais
47.99665062833287, -2.0798613079484096;35;Ille-et-Vilaine;35223;Plélan-le-Grand
48.38835113407722, -1.657127876652756;35;Ille-et-Vilaine;35286;Saint-Léger-des-Prés
48.2729957698673, -1.6709220520125765;35;Ille-et-Vilaine;35296;Saint-Médard-sur-Ille
48.03592859059881, -1.2556557483847002;35;Ille-et-Vilaine;35350;Vergéal
48.43429350906591, -3.332708898349024;22;Côtes-d'Armor;22023;Bulat-Pestivien
48.51493819543793, -3.1786769355603184;22;Côtes-d'Armor;22040;Coadout
48.28263378764225, -2.531182377659153;22;Côtes-d'Armor;22046;Le Mené
48.44612091913673, -2.0513021305898294;22;Côtes-d'Armor;22050;Dinan
48.29305378448452, -2.761208784518627;22;Côtes-d'Armor;22060;Gausson
48.8454616685329, -3.09657660537169;22;Côtes-d'Armor;22111;Lanmodez
48.71048099353365, -3.29263621851506;22;Côtes-d'Armor;22141;Mantallot
48.64771211551533, -3.6201791709357827;22;Côtes-d'Armor;22194;Plestin-les-Grèves
48.83997977804071, -3.239732572991491;22;Côtes-d'Armor;22218;Plougrescant
48.42686665994725, -2.6564491536079555;22;Côtes-d'Armor;22258;Quessoy
48.634784370412966, -3.291537395440154;22;Côtes-d'Armor;22004;Bégard
48.58358930983129, -2.4419466987465595;22;Côtes-d'Armor;22012;La Bouillie
48.42196827664741, -3.416491285381751;22;Côtes-d'Armor;22025;Callac
48.132376366176494, -2.543197318567139;22;Côtes-d'Armor;22043;Coëtlogon
48.53989457783926, -2.19029968087284;22;Côtes-d'Armor;22049;Créhen
48.274287039210606, -2.343933387805328;22;Côtes-d'Armor;22053;Éréac
48.69305673767193, -3.04636642694735;22;Côtes-d'Armor;22108;Lanleff
48.68203410583672, -3.298018645171776;22;Côtes-d'Armor;22254;Prat
48.185934905275595, -2.6477738266212514;22;Côtes-d'Armor;22255;La Prénessaye
47.98484498753087, -3.3737605248831297;56;Morbihan;56014;Berné
47.73269560672051, -3.244214485919445;56;Morbihan;56130;Merlevenez
47.98778763662948, -3.4477994165346497;56;Morbihan;56131;Meslan
47.73603611480543, -2.439303500902203;56;Morbihan;56135;Molac
47.59959682314105, -2.4595156343536195;56;Morbihan;56149;Noyal-Muzillac
47.6899829190201, -2.5189793517965025;56;Morbihan;56261;La Vraie-Croix
48.657131650780954, -3.0908668002011983;22;Côtes-d'Armor;22293;Saint-Gilles-les-Bois
48.29883347125943, -1.630950896856052;35;Ille-et-Vilaine;35007;Aubigné
47.71220004234264, -2.075623599840452;35;Ille-et-Vilaine;35013;Bains-sur-Oust
48.29629668005712, -1.942863279259336;35;Ille-et-Vilaine;35022;Bécherel
47.93709233843912, -1.923023784125729;35;Ille-et-Vilaine;35057;La Chapelle-Bouëxic
48.226696581688344, -1.2363756593130186;35;Ille-et-Vilaine;35260;Saint-Christophe-des-Bois
48.33638894417459, -1.5540357672679326;35;Ille-et-Vilaine;35326;Sens-de-Bretagne
48.12113500300613, -1.4579774301963044;35;Ille-et-Vilaine;35327;Servon-sur-Vilaine
48.501362659041725, -1.5533886446943055;35;Ille-et-Vilaine;35354;Vieux-Viel
47.96029647198793, -1.2984754081778298;35;Ille-et-Vilaine;35359;Visseiche
47.87842194466297, -4.076056097043243;29;Finistère;29006;Bénodet
48.40025315002706, -4.5022743091573005;29;Finistère;29019;Brest
47.872628727353494, -4.016520164666885;29;Finistère;29058;Fouesnant
48.09144665712037, -4.26353342786953;29;Finistère;29090;Kerlaz
48.44998747386722, -4.764174507571006;29;Finistère;29098;Lampaul-Plouarzel
48.32987401468242, -3.8588575360932413;29;Finistère;29141;Loqueffret
48.49366275086781, -4.419497186859718;29;Finistère;29160;Plabennec
48.34787565724279, -3.6436478102242273;29;Finistère;29227;Poullaouen
48.5606296002789, -3.153483856443051;22;Côtes-d'Armor;22070;Guingamp
48.34049323560732, -3.0321258004545015;22;Côtes-d'Armor;22074;Le Haut-Corlay
48.77349033102501, -3.3733885820496323;22;Côtes-d'Armor;22090;Kermaria-Sulard
48.6008414291423, -2.1483024381537885;22;Côtes-d'Armor;22094;Lancieux
48.17440032876323, -2.750532416873835;22;Côtes-d'Armor;22136;Loudéac
48.65647836354202, -2.31997098103021;22;Côtes-d'Armor;22201;Plévenon
48.80531646998795, -3.044734163599906;22;Côtes-d'Armor;22210;Ploubazlanec
48.56649543690494, -3.548705082358268;22;Côtes-d'Armor;22227;Plounérin
48.35990822902084, -3.850904376567688;29;Finistère;29018;Brennilis
47.79448852750255, -3.566712666045648;29;Finistère;29031;Clohars-Carnoët
48.41038510420793, -3.9696770372899137;29;Finistère;29038;Commana
48.170053672046436, -3.9722052250657516;29;Finistère;29062;Gouézec
48.575390983605665, -4.411071986708034;29;Finistère;29093;Kernilis
47.82100864724522, -4.2280101533267525;29;Finistère;29165;Plobannalec-Lesconil
48.52090438138386, -4.208926736677648;29;Finistère;29204;Plounéventer
48.07707709554969, -4.397647297801551;29;Finistère;29226;Poullan-sur-Mer
47.877122515436476, -2.759587553447427;56;Morbihan;56017;Bignan
47.86779970104002, -2.6475665327598996;56;Morbihan;56019;Billio
47.87807650448863, -2.5906219647644937;56;Morbihan;56051;Cruguel
47.52236418503238, -2.5857712165115228;56;Morbihan;56052;Damgan
47.741506224975524, -3.09943906356771;56;Morbihan;56096;Landaul
47.718520831112926, -3.3029664259261584;56;Morbihan;56193;Riantec
48.11550189239316, -2.881379650397045;56;Morbihan;56213;Saint-Gérand-Croixanvec
47.7917830325563, -2.3139351145584106;56;Morbihan;56224;Saint-Laurent-sur-Oust
47.956135427939635, -2.144737144343607;56;Morbihan;56226;Saint-Malo-de-Beignon
47.830231648923785, -1.6763369438514282;35;Ille-et-Vilaine;35012;Bain-de-Bretagne
47.975498816947336, -1.3974354507168307;35;Ille-et-Vilaine;35028;Boistrudan
47.86816577360735, -1.5888065255139727;35;Ille-et-Vilaine;35030;La Bosse-de-Bretagne
48.51685422044735, -1.6489424410136284;35;Ille-et-Vilaine;35034;La Boussac
48.246246869535845, -1.950394719384135;35;Ille-et-Vilaine;35135;Irodouër
47.937014395640006, -2.079635370133538;35;Ille-et-Vilaine;35160;Loutehel
48.14704266360746, -1.352562451995908;35;Ille-et-Vilaine;35166;Marpiré
48.52473153992315, -1.8951254491935552;35;Ille-et-Vilaine;35179;Miniac-Morvan
48.20427298994769, -2.0654492330225964;35;Ille-et-Vilaine;35184;Montauban-de-Bretagne
48.091422506563276, -1.505239433810198;35;Ille-et-Vilaine;35207;Noyal-sur-Vilaine
48.01351680305809, -1.4215004847157346;35;Ille-et-Vilaine;35220;Piré-Chancé
48.2377992575257, -2.1437199063856895;35;Ille-et-Vilaine;35234;Quédillac
48.545817989333564, -1.8175189776058154;35;Ille-et-Vilaine;35246;Roz-Landrieux
48.51298947716827, -1.2351772725971935;35;Ille-et-Vilaine;35271;Saint-Georges-de-Reintembault
48.09437214122615, -2.1115323559307053;35;Ille-et-Vilaine;35290;Saint-Malon-sur-Mel
48.33454864334593, -1.499153613481337;35;Ille-et-Vilaine;35355;Vieux-Vy-sur-Couesnon
48.48938971781212, -3.132212146735206;22;Côtes-d'Armor;22271;Saint-Adrien
48.43524954757208, -3.065248795767099;22;Côtes-d'Armor;22335;Senven-Léhart
48.332359750678485, -2.3198028238153525;22;Côtes-d'Armor;22337;Sévignac
48.56030751476144, -2.063739677699312;22;Côtes-d'Armor;22368;Tréméreuc
48.02711612992852, -3.823393220780043;29;Finistère;29281;Tourch
